session_id,validation_status,validation_notes,harmony_version,harmony_profile,direction,scenario_id,destination,duration_s,start_utc,end_utc,completed,end_reason,n_samples,n_events,quality_gate,temporal_dwell,map_id_check,recovery_fsm,adaptive_guidance,handover_success_reconstructed,handover_latency_s,handover_note,handover_success_summary,handover_success_mismatch,source_transitions_total,switch_count_Gps_to_Pdr,switch_count_Pdr_to_Gps,switch_count_Pdr_to_Vps,switch_count_Vps_to_Pdr,switch_count_Gps_to_Vps,switch_count_Vps_to_Gps,false_handover_count,evaluable_switches,false_handover_rate_percent,oscillation_episode_count,unnecessary_source_switches,source_toggle_count_summary,source_toggle_count_reconstructed,source_toggle_count_mismatch,vps_attempts_total,vps_attempts_success,vps_attempts_timeout,vps_attempts_unresolved,vps_localization_time_s_n,vps_localization_time_s_mean,vps_localization_time_s_median,vps_localization_time_s_sd,vps_localization_time_s_min,vps_localization_time_s_max,vps_localization_time_last_s,vps_localization_outcome_last,pdr_transition_duration_s,gps_reliability_at_acceptance,vps_reliability_at_acceptance,gps_stable_s_at_acceptance,vps_stable_s_at_acceptance,position_jump_m_reconstructed,heading_jump_deg_reconstructed,position_jump_note,position_jump_m_logger_column,position_jump_m_logger_note,gps_accuracy_m_n,gps_accuracy_m_mean,gps_accuracy_m_median,gps_accuracy_m_sd,gps_accuracy_m_min,gps_accuracy_m_max,gps_reliability_mean,gps_reliability_median,gps_age_s_mean,gps_age_s_max,pdr_steps_total,pdr_confidence_mean,pdr_confidence_median,vps_reliability_mean_when_valid,vps_confidence_available_rate_percent,vps_map_id_available_rate_percent,vps_map_match_rate_percent,handover_attempts_total_summary,handover_attempts_evaluable_summary,successful_handovers_summary,false_handovers_summary,hsr_percent_summary,fhr_percent_summary,handover_start_s,handover_end_s
20260912_063230_287_BT_GPS_TO_VPS_NORMAL_DEV_7870,VALID,,BT,Quality + Dwell Baseline,GPS_TO_VPS,KB22,B9-103,121.284,2026-09-12T06:32:30.2878450Z,,1.0,destination_reached,119,390,1,1,0,0,0,1.0,3.114,,1.0,False,4,2,1,1,0,0,0,2,4,50.0,1,4,4,4,False,1,1,0,0,1,1.7,1.7,0.0,1.7,1.7,1.7,success,31.846,0.132,0.838,0.0,0.0,2.1909,15.068,reconstructed from campus_x/campus_y at +/-2.0s window,2.1909,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,119,5.2033,5.174,0.1854,4.794,5.67,0.6312,0.9,11.8117,51.578,13,0.9,0.9,0.8783,34.45,34.45,34.45,1.0,1.0,1.0,2,100.0,50.0,78.683,81.797
20260912_054937_286_V5_GPS_TO_VPS_NORMAL_DEV_890A,VALID,,V5,Full HARMONY,GPS_TO_VPS,KB22,B9-103,140.094,2026-09-12T05:49:37.2863390Z,,1.0,destination_reached,137,753,1,1,1,1,1,1.0,3.587,,1.0,False,2,1,0,1,0,0,0,0,2,0.0,0,0,2,2,False,1,1,0,0,1,1.724,1.724,0.0,1.724,1.724,1.724,success,5.151,0.113,0.8477,0.0,0.0,1.1549,12.293,reconstructed from campus_x/campus_y at +/-2.0s window,1.1549,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,137,4.8672,4.855,0.2057,4.403,5.467,0.3705,0.113,37.7891,102.209,15,0.8992,0.9,0.8841,33.58,33.58,33.58,1.0,1.0,1.0,0,100.0,0.0,90.931,94.518
20260912_074926_945_BQ_GPS_TO_VPS_NORMAL_DEV_F2F8,VALID,,BQ,Quality-Threshold Baseline,GPS_TO_VPS,KB22,B9-103,97.929,2026-09-12T07:49:26.9451630Z,,1.0,destination_reached,94,194,1,0,0,0,0,1.0,2.687,,1.0,False,4,2,1,1,0,0,0,2,4,50.0,1,4,4,4,False,1,1,0,0,1,1.694,1.694,0.0,1.694,1.694,1.694,success,37.027,0.132,0.9005,0.0,0.0,2.9135,23.166,reconstructed from campus_x/campus_y at +/-2.0s window,2.9135,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,94,5.0464,5.0385,0.1881,4.643,5.664,0.6879,0.911,3.9916,18.654,45,0.9,0.9,0.8814,35.11,35.11,35.11,1.0,1.0,1.0,2,100.0,50.0,63.61,66.297
SYNTH_KB12_BT_3403_FWD,VALID,,BT,Quality + Dwell Baseline,GPS_TO_VPS,KB12,B9-104,118.54,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,117,19,1,1,0,0,0,1.0,3.845,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,1,1,0,0,1,3.545,3.545,0.0,3.545,3.545,3.545,success,12.18,,0.8982,,,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,110,23.3328,24.873,5.1835,5.842,24.873,0.3033,0.3035,,,9,0.699,0.7118,0.8893,5.98,3.42,3.42,1.0,1.0,1.0,0,100.0,0.0,111.65,115.495
SYNTH_KB12_V3_6467_FWD,VALID,,V3,No Dwell Time,GPS_TO_VPS,KB12,B9-104,124.508,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,123,18,1,0,1,1,0,1.0,3.842,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,1,1,0,0,1,3.542,3.542,0.0,3.542,3.542,3.542,success,5.07,,0.8504,,,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,113,24.5374,24.873,2.511,5.885,24.873,0.3078,0.3098,,,2,0.6902,0.6902,0.8742,8.13,5.69,5.69,1.0,1.0,1.0,0,100.0,0.0,114.582,118.424
SYNTH_KB12_BQ_8681_FWD,VALID,,BQ,Quality-Threshold Baseline,GPS_TO_VPS,KB12,B9-104,123.166,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,123,21,1,0,0,0,0,1.0,3.809,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,1,1,0,0,1,3.509,3.509,0.0,3.509,3.509,3.509,success,18.054,,0.8761,,,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,117,22.4618,24.873,6.315,5.801,24.873,0.2888,0.2965,,,15,0.7183,0.7117,0.8988,4.88,2.44,2.44,1.0,1.0,1.0,0,100.0,0.0,117.351,121.16
SYNTH_KB12_V2_4393_FWD,VALID,,V2,Reliable Handover,GPS_TO_VPS,KB12,B9-103,117.41,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,116,20,1,1,1,1,0,1.0,3.842,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,1,1,0,0,1,3.542,3.542,0.0,3.542,3.542,3.542,success,15.21,,0.8561,,,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,110,22.828,24.873,5.8714,5.653,24.873,0.3086,0.3121,,,12,0.6931,0.6903,0.8674,5.17,2.59,2.59,1.0,1.0,1.0,0,100.0,0.0,111.54,115.382
SYNTH_KB12_V4_4822_FWD,VALID,,V4,No Map-ID Check,GPS_TO_VPS,KB12,B9-104,106.01,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,106,18,1,1,0,1,0,1.0,3.806,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,1,1,0,0,1,3.506,3.506,0.0,3.506,3.506,3.506,success,9.018,,0.8569,,,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,99,23.7364,24.873,4.498,5.822,24.873,0.3017,0.3015,,,6,0.7072,0.7092,0.8878,6.6,3.77,3.77,1.0,1.0,1.0,0,100.0,0.0,99.198,103.004
SYNTH_KB12_V1_8534_FWD,VALID,,V1,Fixed Geometric,GPS_TO_VPS,KB12,B9-104,273.088,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,269,33,0,0,0,0,0,1.0,3.848,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,1,1,0,0,1,3.548,3.548,0.0,3.548,3.548,3.548,success,16.256,,0.8632,,,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,250,23.8891,24.873,4.2097,5.625,24.873,0.2987,0.3023,,,13,0.7016,0.7133,0.8711,7.06,5.95,5.95,1.0,1.0,1.0,0,100.0,0.0,254.0,257.848
SYNTH_KB12_V5_3771_FWD,VALID,,V5,Full HARMONY,GPS_TO_VPS,KB12,B9-104,48.944,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,49,13,1,1,1,1,1,1.0,3.809,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,1,1,0,0,1,3.509,3.509,0.0,3.509,3.509,3.509,success,10.03,,0.9249,,,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,40,21.6039,24.873,7.1898,5.706,24.873,0.2999,0.295,,,7,0.7069,0.7099,0.903,18.37,12.24,12.24,1.0,1.0,1.0,0,100.0,0.0,40.12,43.929
SYNTH_KB13_BT_6686_FWD,VALID,,BT,Quality + Dwell Baseline,GPS_TO_VPS,KB13,B9-104,123.6,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,120,21,1,1,0,0,0,1.0,8.905,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,1,1,0,0,1,8.605,8.605,0.0,8.605,8.605,8.605,success,17.24,,0.8871,,,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,110,5.2145,5.19,0.3821,4.405,6.636,0.7999,0.7997,,,9,0.6727,0.662,0.7235,8.33,3.33,3.33,1.0,1.0,1.0,0,100.0,0.0,111.65,120.555
SYNTH_KB13_V5_2228_FWD,VALID,,V5,Full HARMONY,GPS_TO_VPS,KB13,B9-104,53.956,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,52,15,1,1,1,1,1,1.0,8.821,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,1,1,0,0,1,8.521,8.521,0.0,8.521,8.521,8.521,success,15.042,,0.8539,,,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,40,5.2695,5.136,0.5184,4.578,6.547,0.8048,0.8082,,,7,0.6892,0.6932,0.7093,23.08,11.54,11.54,1.0,1.0,1.0,0,100.0,0.0,40.12,48.941
SYNTH_KB13_BQ_5802_FWD,VALID,,BQ,Quality-Threshold Baseline,GPS_TO_VPS,KB13,B9-104,128.178,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,126,23,1,0,0,0,0,1.0,8.821,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,1,1,0,0,1,8.521,8.521,0.0,8.521,8.521,8.521,success,23.066,,0.8789,,,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,117,5.2436,5.143,0.4265,4.593,6.488,0.8057,0.8078,,,15,0.7165,0.7189,0.7223,7.14,2.38,2.38,1.0,1.0,1.0,0,100.0,0.0,117.351,126.172
SYNTH_KB13_V4_3045_FWD,VALID,,V4,No Map-ID Check,GPS_TO_VPS,KB13,B9-104,111.018,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,109,20,1,1,0,1,0,1.0,8.814,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,1,1,0,0,1,8.514,8.514,0.0,8.514,8.514,8.514,success,14.026,,0.9436,,,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,99,5.2818,5.253,0.3171,4.604,6.388,0.8004,0.8004,,,6,0.6964,0.7109,0.7255,9.17,3.67,3.67,1.0,1.0,1.0,0,100.0,0.0,99.198,108.012
SYNTH_KB13_V3_2725_FWD,VALID,,V3,No Dwell Time,GPS_TO_VPS,KB13,B9-104,129.564,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,126,20,1,0,1,1,0,1.0,8.898,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,1,1,0,0,1,8.598,8.598,0.0,8.598,8.598,8.598,success,10.126,,0.898,,,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,113,5.1708,5.159,0.2831,4.559,6.409,0.8057,0.8036,,,2,0.6822,0.6822,0.7278,10.32,5.56,5.56,1.0,1.0,1.0,0,100.0,0.0,114.582,123.48
SYNTH_KB13_V1_3545_FWD,VALID,,V1,Fixed Geometric,GPS_TO_VPS,KB13,B9-104,278.152,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,272,35,0,0,0,0,0,1.0,8.912,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,1,1,0,0,1,8.612,8.612,0.0,8.612,8.612,8.612,success,21.32,,0.9287,,,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,250,5.1167,5.088,0.3328,4.333,6.483,0.7972,0.7978,,,13,0.6941,0.6955,0.7229,8.09,5.88,5.88,1.0,1.0,1.0,0,100.0,0.0,254.0,262.912
SYNTH_KB13_V2_3348_FWD,VALID,,V2,Reliable Handover,GPS_TO_VPS,KB13,B9-103,122.466,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,119,22,1,1,1,1,0,1.0,8.898,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,1,1,0,0,1,8.598,8.598,0.0,8.598,8.598,8.598,success,20.266,,0.8859,,,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,110,5.2636,5.191,0.3722,4.587,6.342,0.7971,0.797,,,12,0.7081,0.7051,0.7334,7.56,2.52,2.52,1.0,1.0,1.0,0,100.0,0.0,111.54,120.438
SYNTH_KB15_V5_3258_FWD,VALID,,V5,Full HARMONY,GPS_TO_VPS,KB15,B9-104,48.944,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,49,14,1,1,1,1,1,1.0,3.809,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,1,1,0,0,1,3.509,3.509,0.0,3.509,3.509,3.509,success,10.03,,0.9055,,,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,40,5.2378,5.083,0.4931,4.488,6.682,0.8081,0.8087,,,7,0.7166,0.7206,0.8711,14.29,8.16,8.16,1.0,1.0,1.0,0,100.0,0.0,40.12,43.929
SYNTH_KB15_V4_6545_FWD,VALID,,V4,No Map-ID Check,GPS_TO_VPS,KB15,B9-104,106.01,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,106,18,1,1,0,1,0,1.0,3.806,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,1,1,0,0,1,3.506,3.506,0.0,3.506,3.506,3.506,success,9.018,,0.8903,,,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,99,5.269,5.234,0.3131,4.648,6.401,0.7976,0.7984,,,6,0.74,0.7287,0.8943,6.6,3.77,3.77,1.0,1.0,1.0,0,100.0,0.0,99.198,103.004
SYNTH_KB15_BT_4671_FWD,VALID,,BT,Quality + Dwell Baseline,GPS_TO_VPS,KB15,B9-104,118.54,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,117,19,1,1,0,0,0,1.0,3.845,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,1,1,0,0,1,3.545,3.545,0.0,3.545,3.545,3.545,success,12.18,,0.8488,,,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,110,5.1585,5.101,0.3645,4.449,6.31,0.7964,0.7949,,,9,0.6904,0.6822,0.871,5.98,3.42,3.42,1.0,1.0,1.0,0,100.0,0.0,111.65,115.495
SYNTH_KB15_V2_7947_FWD,VALID,,V2,Reliable Handover,GPS_TO_VPS,KB15,B9-103,117.41,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,116,20,1,1,1,1,0,1.0,3.842,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,1,1,0,0,1,3.542,3.542,0.0,3.542,3.542,3.542,success,15.21,,0.9085,,,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,110,5.2166,5.1325,0.3766,4.577,6.644,0.8005,0.799,,,12,0.6763,0.6844,0.9173,5.17,2.59,2.59,1.0,1.0,1.0,0,100.0,0.0,111.54,115.382
SYNTH_KB15_BQ_7281_FWD,VALID,,BQ,Quality-Threshold Baseline,GPS_TO_VPS,KB15,B9-104,123.166,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,123,21,1,0,0,0,0,1.0,3.809,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,1,1,0,0,1,3.509,3.509,0.0,3.509,3.509,3.509,success,18.054,,0.8431,,,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,117,5.249,5.196,0.3786,4.642,6.499,0.8002,0.801,,,15,0.6941,0.6902,0.8625,4.88,2.44,2.44,1.0,1.0,1.0,0,100.0,0.0,117.351,121.16
SYNTH_KB15_V3_8553_FWD,VALID,,V3,No Dwell Time,GPS_TO_VPS,KB15,B9-104,124.508,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,123,19,1,0,1,1,0,1.0,3.842,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,1,1,0,0,1,3.542,3.542,0.0,3.542,3.542,3.542,success,5.07,,0.8984,,,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,113,5.1681,5.175,0.2613,4.591,6.296,0.8015,0.7964,,,2,0.6761,0.6761,0.8976,5.69,3.25,3.25,1.0,1.0,1.0,0,100.0,0.0,114.582,118.424
SYNTH_KB15_V1_7591_FWD,VALID,,V1,Fixed Geometric,GPS_TO_VPS,KB15,B9-104,273.088,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,269,35,0,0,0,0,0,1.0,3.848,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,1,1,0,0,1,3.548,3.548,0.0,3.548,3.548,3.548,success,16.256,,0.8352,,,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,250,5.0995,5.0675,0.2979,4.498,6.208,0.7984,0.7972,,,13,0.7052,0.7046,0.8883,4.83,3.72,3.72,1.0,1.0,1.0,0,100.0,0.0,254.0,257.848
SYNTH_KB06_BT_6790_FWD,VALID,,BT,Quality + Dwell Baseline,GPS_TO_VPS,KB06,B9-104,118.54,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,117,19,1,1,0,0,0,1.0,3.845,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,1,1,0,0,1,3.545,3.545,0.0,3.545,3.545,3.545,success,12.18,,0.8478,,,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,110,5.2102,5.1475,0.351,4.225,6.386,0.8003,0.7976,,,9,0.6744,0.6758,0.8821,5.98,3.42,3.42,1.0,1.0,1.0,0,100.0,0.0,111.65,115.495
SYNTH_KB06_V3_3545_FWD,VALID,,V3,No Dwell Time,GPS_TO_VPS,KB06,B9-104,124.508,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,123,18,1,0,1,1,0,1.0,3.842,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,1,1,0,0,1,3.542,3.542,0.0,3.542,3.542,3.542,success,5.07,,0.9362,,,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,113,5.2128,5.208,0.275,4.683,6.175,0.798,0.7995,,,2,0.6525,0.6525,0.9143,8.13,5.69,5.69,1.0,1.0,1.0,0,100.0,0.0,114.582,118.424
SYNTH_KB06_V1_3432_FWD,VALID,,V1,Fixed Geometric,GPS_TO_VPS,KB06,B9-104,273.088,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,269,33,0,0,0,0,0,1.0,3.848,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,1,1,0,0,1,3.548,3.548,0.0,3.548,3.548,3.548,success,16.256,,0.8617,,,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,250,5.0926,5.0495,0.2853,4.579,6.33,0.7999,0.7979,,,13,0.7167,0.7171,0.9009,7.06,5.95,5.95,1.0,1.0,1.0,0,100.0,0.0,254.0,257.848
SYNTH_KB06_V4_7591_FWD,VALID,,V4,No Map-ID Check,GPS_TO_VPS,KB06,B9-104,106.01,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,106,18,1,1,0,1,0,1.0,3.806,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,1,1,0,0,1,3.506,3.506,0.0,3.506,3.506,3.506,success,9.018,,0.9177,,,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,99,5.2956,5.226,0.3612,4.752,6.541,0.8008,0.7972,,,6,0.7143,0.7215,0.8962,6.6,3.77,3.77,1.0,1.0,1.0,0,100.0,0.0,99.198,103.004
SYNTH_KB06_BQ_9871_FWD,VALID,,BQ,Quality-Threshold Baseline,GPS_TO_VPS,KB06,B9-104,123.166,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,123,21,1,0,0,0,0,1.0,3.809,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,1,1,0,0,1,3.509,3.509,0.0,3.509,3.509,3.509,success,18.054,,0.9116,,,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,117,5.2578,5.176,0.3615,4.603,6.36,0.8044,0.8039,,,15,0.6996,0.6966,0.8947,4.88,2.44,2.44,1.0,1.0,1.0,0,100.0,0.0,117.351,121.16
SYNTH_KB06_V2_8534_FWD,VALID,,V2,Reliable Handover,GPS_TO_VPS,KB06,B9-103,117.41,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,116,20,1,1,1,1,0,1.0,3.842,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,1,1,0,0,1,3.542,3.542,0.0,3.542,3.542,3.542,success,15.21,,0.8817,,,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,110,5.2284,5.1575,0.3715,4.565,6.439,0.8032,0.7996,,,12,0.6971,0.7004,0.8737,5.17,2.59,2.59,1.0,1.0,1.0,0,100.0,0.0,111.54,115.382
SYNTH_KB06_V5_9203_FWD,VALID,,V5,Full HARMONY,GPS_TO_VPS,KB06,B9-104,48.944,2026-09-20T00:00:00.0000000Z,,1.0,destination_reached,49,13,1,1,1,1,1,1.0,3.809,,1.0,False,0,0,0,0,0,0,0,0,0,,0,0,1,0,True,1,1,0,0,1,3.509,3.509,0.0,3.509,3.509,3.509,success,10.03,,0.8898,,,0.0,0.0,reconstructed from campus_x/campus_y at +/-2.0s window,0.0,Logger's own position_jump_m/heading_jump_deg column is treated as UNRELIABLE (observed constant 0 in sample data / internal settle-loop delta) and is NOT used as the primary result; see position_jump_m_reconstructed instead.,40,5.2485,5.161,0.4824,4.526,6.305,0.7987,0.7982,,,7,0.719,0.7255,0.8783,18.37,12.24,12.24,1.0,1.0,1.0,0,100.0,0.0,40.12,43.929
